"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 10- 05","20,980.0","21,150.0","21,420.0","20,960.0","524.20K","-0.80%"
"2023- 10- 04","21,150.0","21,270.0","21,350.0","20,700.0","600.23K","-0.56%"
"2023- 10- 03","21,270.0","21,930.0","23,060.0","21,170.0","2.49M","-3.01%"
"2023- 10- 02","21,930.0","22,540.0","22,830.0","21,860.0","1.36M","-2.71%"
"2023- 10- 01","22,540.0","22,150.0","22,640.0","21,980.0","786.61K","1.81%"
"2023- 09- 30","22,140.0","21,480.0","22,860.0","21,380.0","1.13M","3.07%"
"2023- 09- 29","21,480.0","21,450.0","21,740.0","21,290.0","571.25K","0.09%"
"2023- 09- 28","21,460.0","20,980.0","21,670.0","20,880.0","813.77K","2.39%"
"2023- 09- 27","20,960.0","20,500.0","21,600.0","20,480.0","1.37M","2.19%"
"2023- 09- 26","20,510.0","20,560.0","20,700.0","20,220.0","216.40K","-0.10%"
"2023- 09- 25","20,530.0","20,420.0","20,700.0","20,250.0","267.48K","0.59%"
"2023- 09- 24","20,410.0","20,650.0","20,890.0","20,340.0","379.13K","-1.16%"
"2023- 09- 23","20,650.0","20,570.0","20,720.0","20,510.0","133.97K","0.39%"
"2023- 09- 22","20,570.0","20,620.0","20,720.0","20,480.0","213.55K","-0.24%"
"2023- 09- 21","20,620.0","20,990.0","21,100.0","20,450.0","364.60K","-1.76%"
"2023- 09- 20","20,990.0","21,150.0","21,190.0","20,770.0","356.46K","-0.76%"
"2023- 09- 19","21,150.0","21,090.0","21,380.0","20,900.0","375.15K","0.38%"
"2023- 09- 18","21,070.0","20,790.0","21,490.0","20,610.0","514.08K","1.35%"
"2023- 09- 17","20,790.0","21,200.0","21,200.0","20,540.0","288.99K","-1.93%"
"2023- 09- 16","21,200.0","21,160.0","21,510.0","20,970.0","358.61K","0.19%"
"2023- 09- 15","21,160.0","20,630.0","21,330.0","20,590.0","484.50K","2.57%"
"2023- 09- 14","20,630.0","20,510.0","20,860.0","20,310.0","491.21K","0.54%"
"2023- 09- 13","20,520.0","20,310.0","20,640.0","20,190.0","312.72K","1.03%"
"2023- 09- 12","20,310.0","20,080.0","20,750.0","20,020.0","406.17K","1.15%"
"2023- 09- 11","20,080.0","20,550.0","20,660.0","19,800.0","470.22K","-2.29%"
"2023- 09- 10","20,550.0","20,950.0","20,990.0","20,100.0","255.28K","-1.91%"
"2023- 09- 09","20,950.0","20,990.0","21,100.0","20,930.0","100.32K","-0.19%"
"2023- 09- 08","20,990.0","21,160.0","21,210.0","20,730.0","204.12K","-0.66%"
"2023- 09- 07","21,130.0","21,060.0","21,270.0","20,890.0","195.25K","0.33%"
"2023- 09- 06","21,060.0","20,930.0","21,270.0","20,700.0","277.68K","0.62%"
"2023- 09- 05","20,930.0","20,840.0","21,010.0","20,600.0","300.10K","0.48%"
"2023- 09- 04","20,830.0","20,920.0","21,110.0","20,650.0","266.93K","-0.43%"
"2023- 09- 03","20,920.0","21,030.0","21,130.0","20,790.0","197.31K","-0.52%"
"2023- 09- 02","21,030.0","21,080.0","21,260.0","20,820.0","234.35K","-0.24%"
"2023- 09- 01","21,080.0","21,230.0","21,340.0","20,960.0","346.75K","-0.66%"
"2023- 08- 31","21,220.0","21,840.0","22,050.0","21,000.0","710.72K","-2.79%"
"2023- 08- 30","21,830.0","22,820.0","22,830.0","21,800.0","698.91K","-4.25%"
"2023- 08- 29","22,800.0","21,490.0","23,170.0","21,140.0","1.35M","6.10%"
"2023- 08- 28","21,490.0","21,700.0","21,720.0","21,120.0","277.58K","-0.97%"
"2023- 08- 27","21,700.0","21,580.0","21,790.0","21,470.0","183.52K","0.56%"
"2023- 08- 26","21,580.0","21,770.0","21,910.0","21,450.0","149.62K","-0.87%"
"2023- 08- 25","21,770.0","21,830.0","21,910.0","21,370.0","300.83K","-0.27%"
"2023- 08- 24","21,830.0","22,010.0","22,060.0","21,440.0","328.29K","-0.82%"
"2023- 08- 23","22,010.0","21,260.0","22,050.0","21,210.0","658.96K","3.53%"
"2023- 08- 22","21,260.0","21,600.0","21,760.0","20,600.0","473.13K","-1.57%"
"2023- 08- 21","21,600.0","21,360.0","21,900.0","21,140.0","829.70K","1.12%"
"2023- 08- 20","21,360.0","21,510.0","21,560.0","21,130.0","271.26K","-0.65%"
"2023- 08- 19","21,500.0","21,240.0","21,720.0","21,120.0","414.80K","1.42%"
"2023- 08- 18","21,200.0","20,670.0","21,680.0","20,420.0","1.23M","2.56%"
"2023- 08- 17","20,670.0","22,010.0","22,250.0","20,230.0","951.27K","-6.22%"
"2023- 08- 16","22,040.0","22,620.0","22,700.0","21,630.0","782.57K","-2.56%"
"2023- 08- 15","22,620.0","23,430.0","23,470.0","22,490.0","637.13K","-3.46%"
"2023- 08- 14","23,430.0","23,430.0","23,560.0","23,310.0","286.83K","0.00%"
"2023- 08- 13","23,430.0","23,630.0","23,800.0","23,400.0","250.79K","-0.85%"
"2023- 08- 12","23,630.0","23,560.0","23,670.0","23,540.0","156.60K","0.30%"
"2023- 08- 11","23,560.0","23,550.0","23,620.0","23,470.0","198.43K","0.04%"
"2023- 08- 10","23,550.0","23,670.0","23,710.0","23,440.0","309.16K","-0.51%"
"2023- 08- 09","23,670.0","23,750.0","23,890.0","23,530.0","342.20K","-0.34%"
"2023- 08- 08","23,750.0","23,420.0","23,870.0","23,350.0","345.46K","1.41%"
"2023- 08- 07","23,420.0","23,630.0","23,820.0","23,010.0","527.68K","-0.89%"
"2023- 08- 06","23,630.0","23,700.0","23,870.0","23,630.0","226.83K","-0.30%"
"2023- 08- 05","23,700.0","23,660.0","23,780.0","23,410.0","312.66K","0.00%"
"2023- 08- 04","23,700.0","23,660.0","23,930.0","23,550.0","488.40K","0.21%"
"2023- 08- 03","23,650.0","23,780.0","23,880.0","23,570.0","374.09K","-0.55%"
"2023- 08- 02","23,780.0","24,110.0","24,210.0","23,620.0","496.63K","-1.33%"
"2023- 08- 01","24,100.0","24,030.0","24,130.0","23,380.0","729.04K","0.37%"
"2023- 07- 31","24,010.0","24,510.0","24,680.0","23,930.0","1.16M","-2.08%"
"2023- 07- 30","24,520.0","24,040.0","25,360.0","23,790.0","2.56M","2.00%"
"2023- 07- 29","24,040.0","23,970.0","24,050.0","23,820.0","364.78K","0.29%"
"2023- 07- 28","23,970.0","23,840.0","24,450.0","23,830.0","780.27K","0.55%"
"2023- 07- 27","23,840.0","23,620.0","23,850.0","23,480.0","364.31K","0.93%"
"2023- 07- 26","23,620.0","23,490.0","23,870.0","23,240.0","452.78K","0.55%"
"2023- 07- 25","23,490.0","23,510.0","23,600.0","23,210.0","503.23K","-0.09%"
"2023- 07- 24","23,510.0","24,210.0","24,270.0","23,230.0","833.24K","-2.89%"
"2023- 07- 23","24,210.0","24,110.0","24,440.0","23,910.0","485.04K","0.41%"
"2023- 07- 22","24,110.0","24,360.0","24,450.0","23,960.0","387.42K","-1.03%"
"2023- 07- 21","24,360.0","24,210.0","24,460.0","24,110.0","398.88K","0.74%"
"2023- 07- 20","24,180.0","24,080.0","24,630.0","24,010.0","725.51K","0.42%"
"2023- 07- 19","24,080.0","24,090.0","24,480.0","24,050.0","605.08K","-0.04%"
"2023- 07- 18","24,090.0","24,520.0","24,600.0","23,840.0","723.82K","-1.75%"
"2023- 07- 17","24,520.0","24,260.0","24,680.0","24,000.0","784.19K","1.07%"
"2023- 07- 16","24,260.0","24,740.0","24,920.0","24,210.0","723.30K","-1.94%"
"2023- 07- 15","24,740.0","24,670.0","25,410.0","24,420.0","1.01M","0.28%"
"2023- 07- 14","24,670.0","25,860.0","25,980.0","24,140.0","2.02M","-4.64%"
"2023- 07- 13","25,870.0","24,610.0","25,990.0","24,160.0","2.10M","5.12%"
"2023- 07- 12","24,610.0","24,740.0","25,200.0","24,350.0","671.48K","-0.53%"
"2023- 07- 11","24,740.0","24,960.0","25,100.0","24,510.0","584.08K","-0.84%"
"2023- 07- 10","24,950.0","24,600.0","25,450.0","24,020.0","966.50K","1.42%"
"2023- 07- 09","24,600.0","25,150.0","25,320.0","24,510.0","519.86K","-2.23%"
"2023- 07- 08","25,160.0","25,510.0","25,600.0","24,810.0","584.57K","-1.37%"
"2023- 07- 07","25,510.0","24,960.0","25,520.0","24,780.0","845.01K","2.20%"
"2023- 07- 06","24,960.0","25,650.0","26,530.0","24,830.0","2.05M","-2.77%"
"2023- 07- 05","25,670.0","25,750.0","26,110.0","24,620.0","1.34M","-0.23%"
"2023- 07- 04","25,730.0","26,540.0","27,000.0","25,520.0","1.42M","-3.05%"
"2023- 07- 03","26,540.0","27,080.0","27,440.0","26,230.0","1.41M","-1.99%"
"2023- 07- 02","27,080.0","27,820.0","27,830.0","26,130.0","2.88M","-2.69%"
"2023- 07- 01","27,830.0","28,140.0","31,200.0","27,480.0","12.09M","-1.10%"
"2023- 06- 30","28,140.0","24,040.0","28,420.0","23,960.0","12.72M","17.15%"
"2023- 06- 29","24,020.0","23,280.0","24,760.0","23,210.0","1.06M","3.18%"
"2023- 06- 28","23,280.0","24,750.0","24,750.0","23,000.0","1.25M","-5.94%"
"2023- 06- 27","24,750.0","24,620.0","25,150.0","24,140.0","1.42M","0.41%"
"2023- 06- 26","24,650.0","24,310.0","25,720.0","23,510.0","2.51M","1.40%"
"2023- 06- 25","24,310.0","25,600.0","26,050.0","24,020.0","1.89M","-4.89%"
"2023- 06- 24","25,560.0","25,080.0","26,400.0","24,060.0","4.55M","2.00%"
"2023- 06- 23","25,060.0","21,780.0","25,280.0","21,780.0","4.86M","15.06%"
"2023- 06- 22","21,780.0","21,960.0","22,930.0","21,630.0","1.37M","-0.77%"
"2023- 06- 21","21,950.0","20,630.0","22,200.0","20,550.0","2.24M","6.35%"
"2023- 06- 20","20,640.0","20,130.0","20,690.0","19,750.0","447.97K","2.53%"
"2023- 06- 19","20,130.0","19,940.0","20,220.0","19,800.0","218.57K","0.95%"
"2023- 06- 18","19,940.0","20,120.0","20,380.0","19,780.0","270.92K","-0.89%"
"2023- 06- 17","20,120.0","20,020.0","20,360.0","19,800.0","315.86K","0.60%"
"2023- 06- 16","20,000.0","19,720.0","20,050.0","19,340.0","362.54K","1.47%"
"2023- 06- 15","19,710.0","19,340.0","19,790.0","19,200.0","447.76K","1.91%"
"2023- 06- 14","19,340.0","19,970.0","20,110.0","19,000.0","476.43K","-3.11%"
"2023- 06- 13","19,960.0","19,960.0","20,320.0","19,730.0","418.76K","0.00%"
"2023- 06- 12","19,960.0","20,010.0","20,110.0","19,580.0","438.67K","-0.25%"
"2023- 06- 11","20,010.0","20,030.0","20,470.0","19,680.0","505.27K","-0.05%"
"2023- 06- 10","20,020.0","22,300.0","22,340.0","18,490.0","1.67M","-10.22%"
"2023- 06- 09","22,300.0","22,440.0","22,550.0","22,200.0","282.67K","-0.62%"
"2023- 06- 08","22,440.0","22,410.0","22,590.0","22,230.0","218.67K","0.13%"
"2023- 06- 07","22,410.0","23,200.0","23,210.0","22,320.0","399.04K","-3.41%"
"2023- 06- 06","23,200.0","22,710.0","23,310.0","22,340.0","461.82K","2.16%"
"2023- 06- 05","22,710.0","24,090.0","24,140.0","22,400.0","645.07K","-5.65%"
"2023- 06- 04","24,070.0","24,030.0","24,260.0","24,000.0","157.76K","0.17%"
"2023- 06- 03","24,030.0","24,050.0","24,240.0","23,900.0","174.43K","-0.08%"
"2023- 06- 02","24,050.0","23,820.0","24,110.0","23,630.0","184.83K","0.97%"
"2023- 06- 01","23,820.0","24,090.0","24,120.0","23,700.0","203.88K","-1.12%"
"2023- 05- 31","24,090.0","24,360.0","24,420.0","23,910.0","259.67K","-1.19%"
"2023- 05- 30","24,380.0","24,500.0","24,620.0","24,310.0","284.66K","-0.49%"
"2023- 05- 29","24,500.0","24,710.0","24,840.0","24,420.0","297.31K","-0.89%"
"2023- 05- 28","24,720.0","24,210.0","24,820.0","24,210.0","299.92K","2.06%"
"2023- 05- 27","24,220.0","24,130.0","24,290.0","23,960.0","149.84K","0.37%"
"2023- 05- 26","24,130.0","23,800.0","24,500.0","23,620.0","251.83K","1.39%"
"2023- 05- 25","23,800.0","23,950.0","24,000.0","23,450.0","269.02K","-0.63%"
"2023- 05- 24","23,950.0","24,510.0","24,540.0","23,670.0","344.52K","-2.32%"
"2023- 05- 23","24,520.0","24,420.0","24,650.0","24,270.0","242.26K","0.49%"
"2023- 05- 22","24,400.0","24,150.0","24,730.0","23,900.0","349.70K","1.04%"
"2023- 05- 21","24,150.0","24,640.0","24,730.0","24,120.0","242.37K","-2.07%"
"2023- 05- 20","24,660.0","24,650.0","24,790.0","24,510.0","145.09K","0.16%"
"2023- 05- 19","24,620.0","24,750.0","24,830.0","24,570.0","184.06K","-0.57%"
"2023- 05- 18","24,760.0","24,880.0","25,090.0","24,270.0","372.41K","-0.48%"
"2023- 05- 17","24,880.0","24,640.0","25,110.0","24,570.0","468.71K","0.97%"
"2023- 05- 16","24,640.0","24,630.0","24,710.0","24,370.0","203.43K","0.12%"
"2023- 05- 15","24,610.0","24,520.0","24,900.0","24,250.0","315.40K","0.41%"
"2023- 05- 14","24,510.0","24,560.0","24,860.0","24,460.0","197.58K","-0.20%"
"2023- 05- 13","24,560.0","24,670.0","24,770.0","24,410.0","164.87K","-0.53%"
"2023- 05- 12","24,690.0","24,450.0","24,780.0","24,010.0","482.52K","0.98%"
"2023- 05- 11","24,450.0","25,240.0","25,470.0","24,170.0","533.74K","-3.13%"
"2023- 05- 10","25,240.0","25,210.0","25,900.0","24,390.0","753.39K","0.12%"
"2023- 05- 09","25,210.0","24,590.0","25,930.0","24,300.0","1.21M","2.52%"
"2023- 05- 08","24,590.0","25,100.0","25,200.0","23,860.0","609.42K","-2.03%"
"2023- 05- 07","25,100.0","25,410.0","25,570.0","25,000.0","280.94K","-1.22%"
"2023- 05- 06","25,410.0","26,040.0","26,250.0","25,210.0","507.20K","-2.38%"
"2023- 05- 05","26,030.0","25,830.0","26,240.0","25,560.0","519.25K","0.77%"
"2023- 05- 04","25,830.0","26,090.0","26,120.0","25,650.0","277.25K","-1.00%"
"2023- 05- 03","26,090.0","25,830.0","26,470.0","25,300.0","539.17K","1.01%"
"2023- 05- 02","25,830.0","25,820.0","25,970.0","25,480.0","370.72K","-0.08%"
"2023- 05- 01","25,850.0","26,020.0","26,190.0","25,500.0","432.65K","-0.65%"
"2023- 04- 30","26,020.0","26,430.0","26,610.0","25,920.0","356.62K","-1.51%"
"2023- 04- 29","26,420.0","26,350.0","26,630.0","26,230.0","286.29K","0.23%"
"2023- 04- 28","26,360.0","26,400.0","26,500.0","26,000.0","314.35K","-0.15%"
"2023- 04- 27","26,400.0","25,940.0","26,700.0","25,860.0","519.63K","1.77%"
"2023- 04- 26","25,940.0","26,470.0","27,060.0","25,200.0","1.10M","-2.00%"
"2023- 04- 25","26,470.0","25,980.0","26,800.0","25,570.0","594.87K","1.89%"
"2023- 04- 24","25,980.0","26,330.0","26,660.0","25,610.0","624.66K","-1.37%"
"2023- 04- 23","26,340.0","26,980.0","27,060.0","26,120.0","504.78K","-2.37%"
"2023- 04- 22","26,980.0","25,780.0","27,360.0","25,710.0","1.77M","4.65%"
"2023- 04- 21","25,780.0","26,740.0","26,890.0","25,450.0","923.04K","-3.63%"
"2023- 04- 20","26,750.0","27,010.0","27,380.0","26,300.0","1.03M","-0.96%"
"2023- 04- 19","27,010.0","28,590.0","28,680.0","26,800.0","1.43M","-5.53%"
"2023- 04- 18","28,590.0","28,530.0","29,070.0","28,020.0","1.07M","0.11%"
"2023- 04- 17","28,560.0","29,040.0","29,080.0","28,320.0","1.20M","-1.69%"
"2023- 04- 16","29,050.0","29,010.0","29,340.0","28,770.0","996.66K","0.14%"
"2023- 04- 15","29,010.0","29,300.0","29,420.0","28,900.0","1.16M","-0.92%"
"2023- 04- 14","29,280.0","29,430.0","30,170.0","28,720.0","3.73M","-0.44%"
"2023- 04- 13","29,410.0","29,200.0","30,030.0","28,640.0","4.09M","0.65%"
"2023- 04- 12","29,220.0","28,460.0","30,090.0","27,370.0","6.81M","2.71%"
"2023- 04- 11","28,450.0","27,650.0","29,300.0","27,470.0","2.90M","2.89%"
"2023- 04- 10","27,650.0","27,100.0","27,680.0","26,780.0","838.83K","2.03%"
"2023- 04- 09","27,100.0","27,020.0","27,290.0","26,760.0","555.43K","0.30%"
"2023- 04- 08","27,020.0","27,130.0","27,280.0","26,920.0","453.59K","-0.41%"
"2023- 04- 07","27,130.0","27,390.0","27,530.0","26,810.0","833.05K","-0.91%"
"2023- 04- 06","27,380.0","27,860.0","27,920.0","27,130.0","1.18M","-1.76%"
"2023- 04- 05","27,870.0","27,910.0","28,360.0","27,380.0","1.82M","-0.11%"
"2023- 04- 04","27,900.0","27,420.0","28,420.0","27,070.0","1.93M","1.75%"
"2023- 04- 03","27,420.0","27,090.0","27,550.0","26,570.0","1.23M","1.22%"
"2023- 04- 02","27,090.0","28,030.0","28,150.0","26,770.0","1.07M","-3.32%"
"2023- 04- 01","28,020.0","27,350.0","28,640.0","27,050.0","1.55M","2.45%"
"2023- 03- 31","27,350.0","26,880.0","27,500.0","26,530.0","1.10M","1.75%"
"2023- 03- 30","26,880.0","27,300.0","27,560.0","26,530.0","1.34M","-1.54%"
"2023- 03- 29","27,300.0","26,710.0","27,750.0","26,530.0","1.67M","2.21%"
"2023- 03- 28","26,710.0","26,190.0","26,810.0","26,000.0","1.42M","1.99%"
"2023- 03- 27","26,190.0","26,990.0","27,070.0","25,400.0","1.25M","-3.04%"
"2023- 03- 26","27,010.0","26,760.0","27,200.0","26,650.0","653.48K","0.90%"
"2023- 03- 25","26,770.0","27,030.0","27,420.0","26,320.0","902.49K","-1.04%"
"2023- 03- 24","27,050.0","27,340.0","27,540.0","26,590.0","1.31M","-1.06%"
"2023- 03- 23","27,340.0","26,700.0","27,890.0","26,550.0","1.82M","2.40%"
"2023- 03- 22","26,700.0","27,690.0","27,900.0","26,130.0","2.14M","-3.58%"
"2023- 03- 21","27,690.0","26,610.0","28,140.0","25,700.0","2.86M","4.10%"
"2023- 03- 20","26,600.0","28,040.0","28,240.0","26,500.0","1.90M","-5.17%"
"2023- 03- 19","28,050.0","27,630.0","28,900.0","27,500.0","2.57M","1.52%"
"2023- 03- 18","27,630.0","26,740.0","29,830.0","26,650.0","7.59M","3.21%"
"2023- 03- 17","26,770.0","24,990.0","26,790.0","24,810.0","1.60M","7.12%"
"2023- 03- 16","24,990.0","24,750.0","25,200.0","24,340.0","805.66K","0.89%"
"2023- 03- 15","24,770.0","26,570.0","26,990.0","24,500.0","1.67M","-6.88%"
"2023- 03- 14","26,600.0","25,770.0","27,390.0","24,940.0","2.16M","3.18%"
"2023- 03- 13","25,780.0","24,830.0","26,700.0","24,700.0","2.85M","3.91%"
"2023- 03- 12","24,810.0","23,280.0","24,890.0","22,600.0","829.67K","6.57%"
"2023- 03- 11","23,280.0","23,610.0","24,240.0","22,520.0","761.05K","-1.44%"
"2023- 03- 10","23,620.0","23,190.0","23,700.0","22,060.0","1.19M","1.85%"
"2023- 03- 09","23,190.0","24,380.0","24,870.0","22,900.0","871.38K","-4.88%"
"2023- 03- 08","24,380.0","25,590.0","25,680.0","24,080.0","860.97K","-4.77%"
"2023- 03- 07","25,600.0","26,090.0","26,370.0","25,130.0","591.98K","-1.92%"
"2023- 03- 06","26,100.0","26,410.0","26,460.0","25,430.0","584.20K","-1.17%"
"2023- 03- 05","26,410.0","26,640.0","27,120.0","26,290.0","413.72K","-0.86%"
"2023- 03- 04","26,640.0","27,050.0","27,220.0","26,160.0","460.96K","-1.66%"
"2023- 03- 03","27,090.0","27,950.0","27,970.0","25,610.0","1.06M","-3.08%"
"2023- 03- 02","27,950.0","28,030.0","28,140.0","27,290.0","788.59K","-0.29%"
"2023- 03- 01","28,030.0","27,830.0","28,420.0","27,650.0","643.06K","0.75%"
"2023- 02- 28","27,820.0","28,320.0","28,590.0","27,640.0","709.60K","-1.80%"
"2023- 02- 27","28,330.0","28,440.0","28,610.0","27,840.0","837.82K","-0.35%"
"2023- 02- 26","28,430.0","28,080.0","28,580.0","27,760.0","527.03K","1.25%"
"2023- 02- 25","28,080.0","28,130.0","28,330.0","27,240.0","785.70K","-0.18%"
"2023- 02- 24","28,130.0","29,010.0","29,160.0","27,770.0","1.42M","-2.97%"
"2023- 02- 23","28,990.0","29,420.0","29,560.0","28,670.0","1.24M","-1.46%"
"2023- 02- 22","29,420.0","29,760.0","29,890.0","28,460.0","2.24M","-1.14%"
"2023- 02- 21","29,760.0","29,800.0","31,570.0","29,230.0","8.54M","-0.13%"
"2023- 02- 20","29,800.0","29,160.0","30,470.0","28,330.0","3.43M","2.26%"
"2023- 02- 19","29,140.0","29,200.0","29,960.0","28,880.0","2.37M","-0.21%"
"2023- 02- 18","29,200.0","28,810.0","29,900.0","28,500.0","2.39M","1.25%"
"2023- 02- 17","28,840.0","27,640.0","29,110.0","27,510.0","1.57M","4.34%"
"2023- 02- 16","27,640.0","28,900.0","29,360.0","27,500.0","2.77M","-4.36%"
"2023- 02- 15","28,900.0","27,540.0","29,040.0","27,100.0","1.71M","4.94%"
"2023- 02- 14","27,540.0","26,830.0","27,550.0","26,210.0","1.38M","2.65%"
"2023- 02- 13","26,830.0","27,330.0","27,410.0","26,090.0","1.19M","-1.76%"
"2023- 02- 12","27,310.0","27,890.0","28,000.0","27,000.0","650.12K","-2.08%"
"2023- 02- 11","27,890.0","27,300.0","27,900.0","27,240.0","693.21K","2.16%"
"2023- 02- 10","27,300.0","27,150.0","27,580.0","26,780.0","1.25M","0.63%"
"2023- 02- 09","27,130.0","28,920.0","29,150.0","27,060.0","2.35M","-6.16%"
"2023- 02- 08","28,910.0","29,400.0","29,520.0","28,280.0","1.69M","-1.67%"
"2023- 02- 07","29,400.0","28,400.0","29,420.0","28,100.0","1.62M","3.56%"
"2023- 02- 06","28,390.0","28,870.0","29,140.0","28,050.0","2.04M","-1.66%"
"2023- 02- 05","28,870.0","30,010.0","30,360.0","28,180.0","3.56M","-3.77%"
"2023- 02- 04","30,000.0","29,060.0","31,330.0","28,980.0","6.23M","3.23%"
"2023- 02- 03","29,060.0","28,220.0","30,100.0","27,950.0","6.40M","2.90%"
"2023- 02- 02","28,240.0","27,920.0","30,130.0","27,820.0","3.87M","1.15%"
"2023- 02- 01","27,920.0","27,250.0","28,050.0","26,410.0","1.60M","2.42%"
"2023- 01- 31","27,260.0","26,850.0","27,530.0","26,560.0","1.56M","1.41%"
"2023- 01- 30","26,880.0","28,460.0","29,490.0","26,350.0","4.57M","-5.62%"
"2023- 01- 29","28,480.0","27,420.0","28,580.0","27,260.0","3.32M","3.79%"
"2023- 01- 28","27,440.0","27,640.0","27,900.0","27,080.0","1.30M","-0.80%"
"2023- 01- 27","27,660.0","27,660.0","27,790.0","26,750.0","1.64M","-0.04%"
"2023- 01- 26","27,670.0","27,220.0","28,420.0","27,100.0","4.36M","1.62%"
"2023- 01- 25","27,230.0","26,660.0","27,770.0","26,040.0","2.58M","2.06%"
"2023- 01- 24","26,680.0","28,530.0","28,710.0","26,140.0","3.33M","-6.42%"
"2023- 01- 23","28,510.0","28,270.0","30,220.0","27,990.0","6.58M","0.81%"
"2023- 01- 22","28,280.0","27,210.0","29,440.0","27,120.0","5.63M","3.93%"
"2023- 01- 21","27,210.0","27,750.0","28,470.0","27,070.0","2.61M","-1.98%"
"2023- 01- 20","27,760.0","25,910.0","28,000.0","25,670.0","1.64M","7.18%"
"2023- 01- 19","25,900.0","25,410.0","25,950.0","25,340.0","1.00M","1.89%"
"2023- 01- 18","25,420.0","27,180.0","27,980.0","25,300.0","2.29M","-6.44%"
"2023- 01- 17","27,170.0","27,260.0","28,200.0","27,050.0","2.59M","-0.48%"
"2023- 01- 16","27,300.0","27,750.0","28,250.0","26,500.0","2.00M","-1.66%"
"2023- 01- 15","27,760.0","27,830.0","28,280.0","26,560.0","2.20M","-0.25%"
"2023- 01- 14","27,830.0","26,950.0","29,510.0","26,090.0","7.71M","3.30%"
"2023- 01- 13","26,940.0","26,130.0","27,490.0","25,880.0","4.09M","3.10%"
"2023- 01- 12","26,130.0","25,690.0","26,680.0","24,910.0","3.19M","1.71%"
"2023- 01- 11","25,690.0","25,470.0","25,790.0","24,550.0","1.82M","0.86%"
"2023- 01- 10","25,470.0","25,370.0","25,650.0","24,770.0","2.04M","0.39%"
"2023- 01- 09","25,370.0","25,820.0","27,510.0","25,170.0","5.37M","-1.74%"
"2023- 01- 08","25,820.0","25,430.0","25,980.0","24,850.0","3.24M","1.57%"
"2023- 01- 07","25,420.0","26,000.0","26,400.0","25,240.0","3.85M","-2.04%"
"2023- 01- 06","25,950.0","23,390.0","26,330.0","22,770.0","5.48M","10.94%"
"2023- 01- 05","23,390.0","24,650.0","24,960.0","23,150.0","5.81M","-5.11%"
"2023- 01- 04","24,650.0","20,400.0","25,220.0","20,320.0","8.18M","20.83%"
"2023- 01- 03","20,400.0","20,490.0","20,640.0","20,130.0","710.91K","-0.44%"
"2023- 01- 02","20,490.0","20,080.0","20,690.0","19,670.0","634.71K","2.04%"
"2023- 01- 01","20,080.0","19,960.0","20,150.0","19,880.0","224.17K","0.60%"
"2022- 12- 31","19,960.0","19,730.0","20,280.0","19,620.0","417.53K","1.11%"
"2022- 12- 30","19,740.0","19,980.0","20,270.0","19,370.0","819.34K","-1.25%"
"2022- 12- 29","19,990.0","19,270.0","20,540.0","18,850.0","1.73M","3.74%"
"2022- 12- 28","19,270.0","20,250.0","20,310.0","19,070.0","812.55K","-4.84%"
"2022- 12- 27","20,250.0","20,830.0","20,920.0","19,950.0","391.49K","-2.78%"
"2022- 12- 26","20,830.0","20,990.0","21,050.0","20,560.0","344.08K","-0.76%"
"2022- 12- 25","20,990.0","21,460.0","21,490.0","20,640.0","354.34K","-2.19%"
"2022- 12- 24","21,460.0","21,360.0","21,500.0","21,290.0","240.51K","0.42%"
"2022- 12- 23","21,370.0","21,440.0","21,530.0","21,190.0","529.50K","-0.33%"
"2022- 12- 22","21,440.0","21,750.0","21,910.0","20,740.0","1.03M","-1.47%"
"2022- 12- 21","21,760.0","20,770.0","22,150.0","20,260.0","1.86M","4.77%"
"2022- 12- 20","20,770.0","20,050.0","21,000.0","19,860.0","688.05K","3.59%"
"2022- 12- 19","20,050.0","21,170.0","21,330.0","19,420.0","837.09K","-5.29%"
"2022- 12- 18","21,170.0","21,510.0","21,530.0","20,920.0","429.17K","-1.63%"
"2022- 12- 17","21,520.0","21,500.0","21,830.0","20,870.0","951.40K","0.09%"
"2022- 12- 16","21,500.0","24,030.0","24,170.0","21,000.0","1.07M","-10.60%"
"2022- 12- 15","24,050.0","24,530.0","24,720.0","23,870.0","494.45K","-1.88%"
"2022- 12- 14","24,510.0","25,100.0","25,430.0","24,500.0","776.52K","-2.35%"
"2022- 12- 13","25,100.0","24,650.0","26,120.0","23,650.0","1.69M","1.87%"
"2022- 12- 12","24,640.0","25,160.0","25,230.0","24,090.0","606.38K","-2.18%"
"2022- 12- 11","25,190.0","25,510.0","25,750.0","25,060.0","295.01K","-1.45%"
"2022- 12- 10","25,560.0","25,570.0","25,740.0","25,390.0","299.42K","0.04%"
"2022- 12- 09","25,550.0","25,510.0","25,890.0","25,350.0","400.41K","0.16%"
"2022- 12- 08","25,510.0","25,070.0","25,650.0","24,930.0","460.55K","1.76%"
"2022- 12- 07","25,070.0","26,130.0","26,230.0","24,910.0","562.10K","-4.06%"
"2022- 12- 06","26,130.0","26,110.0","26,160.0","25,860.0","349.97K","0.11%"
"2022- 12- 05","26,100.0","26,120.0","26,920.0","25,780.0","839.24K","-0.08%"
"2022- 12- 04","26,120.0","26,040.0","26,290.0","25,950.0","370.10K","0.31%"
